nohup: ignoring input
Train shape: torch.Size([14031, 5, 64, 32]), Valid shape: torch.Size([4677, 5, 64, 32]), Test shape: torch.Size([4678, 5, 64, 32])
Data shape: (C=5, H=144, W=72)
Fine Tuning Both Encoder and Decoder
Epoch: 0, Contrastive Train Loss: 7.84, Recon Train Loss: 0.49, Contrastive Valid Loss: 8.28, Recon Valid Loss: 0.37
Epoch: 195, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.13, Recon Valid Loss: 0.11
Epoch: 196, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.16, Recon Valid Loss: 0.11
Epoch: 197, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.15, Recon Valid Loss: 0.11
Epoch: 198, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.16, Recon Valid Loss: 0.12
Epoch: 199, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.15, Recon Valid Loss: 0.11
Epoch: 200, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.18, Recon Valid Loss: 0.11
Epoch: 201, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.17, Recon Valid Loss: 0.11
Epoch: 202, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.20, Recon Valid Loss: 0.11
Epoch: 203, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.17, Recon Valid Loss: 0.12
Epoch: 204, Contrastive Train Loss: 5.08, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.17, Recon Valid Loss: 0.12
Epoch: 205, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.21, Recon Valid Loss: 0.12
Epoch: 206, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.18, Recon Valid Loss: 0.11
Epoch: 207, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.15, Recon Valid Loss: 0.12
Epoch: 208, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.21, Recon Valid Loss: 0.11
Epoch: 209, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.17, Recon Valid Loss: 0.11
Epoch: 210, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.17, Recon Valid Loss: 0.12
Epoch: 211, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.16, Recon Valid Loss: 0.12
Epoch: 212, Contrastive Train Loss: 5.07, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.22, Recon Valid Loss: 0.12
Epoch: 213, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.19, Recon Valid Loss: 0.12
Epoch: 214, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.20, Recon Valid Loss: 0.12
Epoch: 215, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.20, Recon Valid Loss: 0.12
Epoch: 216, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.25, Recon Valid Loss: 0.12
Epoch: 217, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.24, Recon Valid Loss: 0.12
Epoch: 218, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.21, Recon Valid Loss: 0.12
Epoch: 219, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.22, Recon Valid Loss: 0.12
Epoch: 220, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.23, Recon Valid Loss: 0.12
Epoch: 221, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.22, Recon Valid Loss: 0.12
Epoch: 222, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.23, Recon Valid Loss: 0.12
Epoch: 223, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.24, Recon Valid Loss: 0.12
Epoch: 224, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.24, Recon Valid Loss: 0.12
Epoch: 225, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.28, Recon Valid Loss: 0.12
Epoch: 226, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.24, Recon Valid Loss: 0.12
Epoch: 227, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.23, Recon Valid Loss: 0.13
Epoch: 228, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.25, Recon Valid Loss: 0.12
Epoch: 229, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.24, Recon Valid Loss: 0.12
Epoch: 230, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.27, Recon Valid Loss: 0.12
Epoch: 231, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.26, Recon Valid Loss: 0.12
Epoch: 232, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.25, Recon Valid Loss: 0.12
Epoch: 233, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.26, Recon Valid Loss: 0.12
Epoch: 234, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.27, Recon Valid Loss: 0.12
Epoch: 235, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.28, Recon Valid Loss: 0.12
Epoch: 236, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.28, Recon Valid Loss: 0.12
Epoch: 237, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.27, Recon Valid Loss: 0.12
Epoch: 238, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.29, Recon Valid Loss: 0.12
Epoch: 239, Contrastive Train Loss: 5.05, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.25, Recon Valid Loss: 0.13
Epoch: 240, Contrastive Train Loss: 5.04, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.31, Recon Valid Loss: 0.12
Epoch: 241, Contrastive Train Loss: 5.06, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.28, Recon Valid Loss: 0.12
Epoch: 242, Contrastive Train Loss: 5.05, Recon Train Loss: 0.13, Contrastive Valid Loss: 8.30, Recon Valid Loss: 0.12
Epoch: 243, Contrastive Train Loss: 5.04, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.30, Recon Valid Loss: 0.12
Epoch: 244, Contrastive Train Loss: 5.04, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.27, Recon Valid Loss: 0.12
Epoch: 245, Contrastive Train Loss: 5.04, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.30, Recon Valid Loss: 0.13
Epoch: 246, Contrastive Train Loss: 5.04, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.29, Recon Valid Loss: 0.13
Epoch: 247, Contrastive Train Loss: 5.04, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.31, Recon Valid Loss: 0.13
Epoch: 248, Contrastive Train Loss: 5.04, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.30, Recon Valid Loss: 0.13
Epoch: 249, Contrastive Train Loss: 5.04, Recon Train Loss: 0.12, Contrastive Valid Loss: 8.31, Recon Valid Loss: 0.12
Starting Downstream Task
torch.Size([2806, 5, 64, 32])
torch.Size([935, 5, 64, 32])
torch.Size([937, 5, 64, 32])
Shape: (5, 144, 72)
Traceback (most recent call last):
  File "/homes/nb324/Documents/masters_project_encoder_sparse_data_robust_imp_dec/simclr_decoder_larger_specific_decoder_diff_training_first_idea/main.py", line 146, in <module>
    main()
  File "/homes/nb324/Documents/masters_project_encoder_sparse_data_robust_imp_dec/simclr_decoder_larger_specific_decoder_diff_training_first_idea/main.py", line 112, in main
    downstream_task_lstm(
  File "/homes/nb324/Documents/masters_project_encoder_sparse_data_robust_imp_dec/downstream_model_lstm_no_decoder/downstream_task_main.py", line 86, in downstream_task
    train_plot, valid_plot = train_lstm_model(num_epochs, encoder_model, seq2seq_model, loss_fn, optimizer, scheduler, trainloader, validloader, DEVICE, model_save_path=model_save_path, shuffle_embeddings_flag=shuffle_embeddings_flag)
                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/homes/nb324/Documents/masters_project_encoder_sparse_data_robust_imp_dec/downstream_model_lstm_no_decoder/downstream_model_lstm_train.py", line 41, in train_lstm_model
    for data in trainloader:
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/utils/data/dataloader.py", line 708, in __next__
    data = self._next_data()
           ^^^^^^^^^^^^^^^^^
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/utils/data/dataloader.py", line 1480, in _next_data
    return self._process_data(data)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/utils/data/dataloader.py", line 1505, in _process_data
    data.reraise()
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/_utils.py", line 733, in reraise
    raise exception
RuntimeError: Caught RuntimeError in pin memory thread for device 0.
Original Traceback (most recent call last):
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/utils/data/_utils/pin_memory.py", line 41, in do_one_step
    data = pin_memory(data, device)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/utils/data/_utils/pin_memory.py", line 98, in pin_memory
    clone[i] = pin_memory(item, device)
               ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/utils/data/_utils/pin_memory.py", line 64, in pin_memory
    return data.pin_memory(device)
           ^^^^^^^^^^^^^^^^^^^^^^^
RuntimeError: CUDA error: invalid argument
CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.
For debugging consider passing CUDA_LAUNCH_BLOCKING=1
Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.


Exception in thread Thread-5 (_pin_memory_loop):
Traceback (most recent call last):
  File "/usr/lib/python3.12/threading.py", line 1073, in _bootstrap_inner
    self.run()
  File "/usr/lib/python3.12/threading.py", line 1010, in run
    self._target(*self._args, **self._kwargs)
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/utils/data/_utils/pin_memory.py", line 59, in _pin_memory_loop
    do_one_step()
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/utils/data/_utils/pin_memory.py", line 35, in do_one_step
    r = in_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/multiprocessing/queues.py", line 122, in get
    return _ForkingPickler.loads(res)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/vol/bitbucket/nb324/masters_project/.venv/lib/python3.12/site-packages/torch/multiprocessing/reductions.py", line 541, in rebuild_storage_fd
    fd = df.detach()
         ^^^^^^^^^^^
  File "/usr/lib/python3.12/multiprocessing/resource_sharer.py", line 57, in detach
    with _resource_sharer.get_connection(self._id) as conn:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/multiprocessing/resource_sharer.py", line 86, in get_connection
    c = Client(address, authkey=process.current_process().authkey)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/multiprocessing/connection.py", line 525, in Client
    answer_challenge(c, authkey)
  File "/usr/lib/python3.12/multiprocessing/connection.py", line 953, in answer_challenge
    message = connection.recv_bytes(256)         # reject large message
              ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/multiprocessing/connection.py", line 216, in recv_bytes
    buf = self._recv_bytes(maxlength)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/multiprocessing/connection.py", line 430, in _recv_bytes
    buf = self._recv(4)
          ^^^^^^^^^^^^^
  File "/usr/lib/python3.12/multiprocessing/connection.py", line 395, in _recv
    chunk = read(handle, remaining)
            ^^^^^^^^^^^^^^^^^^^^^^^
ConnectionResetError: [Errno 104] Connection reset by peer
